order_date,customer_id,product_id,product_category_x,revenue,quantity,region,customer_acquisition_channel,product_name,product_category_y,cost_price,list_price,supplier,launch_date,signup_date,age_group,gender,city,customer_type,loyalty_tier,profit_amount,profit_margin,tenure_days,product_age,product_age_days
2023-12-01,C2736,P0089,Monitors,4568.31,3,London,Paid,Movement Monitor,Monitors,288.57,422.25,Quantum Supplies,2019-11-27,2023-04-01,26-35,Female,Leicester,New,Silver,3702.6000000000004,81.04966606907149,1035,1465,1465
2024-04-02,C2374,P0074,Smartphones,3116.52,4,Wales,Paid,Collection Smartphone,Smartphones,614.79,828.58,ByteWare,2022-08-04,2022-08-11,56-65,Female,Cardiff,New,Gold,657.3600000000001,21.09275730622618,1268,607,607
2024-03-12,C2064,P0012,Monitors,2369.88,4,North West,Organic,Decide Monitor,Monitors,837.93,1129.03,Digitex,2023-08-21,2021-03-20,26-35,Male,Newcastle,New,Bronze,-981.8399999999997,-41.42994582004151,1777,204,204
2023-06-01,C1502,P0092,Networking,1317.26,1,North East,Organic,Movement Tablet,Tablets,754.17,996.01,Nova Electronics,2024-03-07,2024-03-14,26-35,Male,Leeds,Returning,Gold,563.09,42.74706587917344,687,-280,-280
2024-02-22,C2197,P0007,Laptops,1429.02,3,North East,Organic,Knowledge Laptop,Laptops,713.23,881.62,Nova Electronics,2019-04-09,2022-06-13,36-45,Male,Newcastle,Returning,Silver,-710.6700000000001,-49.73128437670572,1327,1780,1780
2023-08-04,C1221,P0072,Tablets,6765.04,4,North East,Organic,Traditional Smartphone,Smartphones,615.28,842.99,TechCorp,2019-12-07,2021-09-08,36-45,Female,Leeds,New,Bronze,4303.92,63.62002294147558,1605,1336,1336
2024-06-20,C2205,P0031,Networking,3353.04,2,Scotland,Organic,Present Laptop,Laptops,734.69,1008.5,FutureTek,2022-01-28,2023-08-28,26-35,Female,Nottingham,Returning,Silver,1883.6599999999999,56.17767757020494,886,874,874
2023-06-24,C1481,P0062,Laptops,5506.2,4,North West,Paid,Low Laptop,Laptops,930.05,1338.79,TechCorp,2020-03-19,2022-06-06,36-45,Male,Liverpool,Returning,Gold,1786.0,32.43616287094548,1334,1192,1192
2023-10-24,C1619,P0049,Tablets,1289.12,4,Scotland,Paid,Hundred Laptop,Laptops,722.45,811.71,TechCorp,2021-04-18,2020-08-24,36-45,Female,Cardiff,Returning,Bronze,-1600.6800000000003,-124.168424972074,1985,919,919
2023-03-21,C1625,P0056,Laptops,696.08,2,Scotland,Organic,Institution Networkin,Networking,984.96,1122.23,FutureTek,2021-04-11,2021-07-27,18-25,Female,Leicester,New,Gold,-1273.8400000000001,-183.001953798414,1648,709,709
2023-10-28,C1587,P0045,Monitors,1758.92,1,South East,Paid,Politics Networkin,Networking,727.3,916.1,Nova Electronics,2024-05-26,2020-07-10,26-35,Male,Leicester,New,Bronze,1031.6200000000001,58.65076296818502,2030,-211,-211
2024-02-08,C0624,P0015,Tablets,591.85,1,Scotland,Email,Fall Smartphone,Smartphones,411.12,526.79,TechCorp,2019-01-21,2021-03-11,56-65,Male,Liverpool,New,Bronze,180.73000000000002,30.536453493283773,1786,1844,1844
2024-02-19,C1277,P0100,Laptops,1815.57,1,West Midlands,Social,Unit Smartphone,Smartphones,977.4,1392.12,Nova Electronics,2021-08-13,2022-07-22,26-35,Male,Nottingham,New,Bronze,838.17,46.16566698061766,1288,920,920
2024-05-26,C1153,P0006,Accessories,111.98,1,South East,Paid,Begin Accessorie,Accessories,476.75,577.48,Nova Electronics,2024-01-09,2021-11-23,46-55,Female,Glasgow,New,Gold,-364.77,-325.7456688694409,1529,138,138
2023-09-03,C1041,P0042,Laptops,3239.68,2,London,Organic,Hear Monitor,Monitors,171.97,221.86,Nova Electronics,2020-10-12,2020-11-26,26-35,Male,Newcastle,New,Silver,2895.74,89.38351935993678,1891,1056,1056
2023-04-08,C0251,P0080,Tablets,516.93,1,North East,Paid,Response Laptop,Laptops,560.75,730.29,TechCorp,2019-12-22,2024-03-22,36-45,Female,Cardiff,Returning,Silver,-43.82000000000005,-8.476969802487774,679,1203,1203
2024-01-20,C1768,P0037,Networking,1054.76,2,North West,Paid,Trial Tablet,Tablets,562.41,793.81,Nova Electronics,2019-11-10,2021-01-27,26-35,Male,Cardiff,New,Silver,-70.05999999999995,-6.642269331411881,1829,1532,1532
2024-01-07,C1304,P0035,Networking,567.69,3,South East,Organic,Spring Smartphone,Smartphones,917.0,1328.01,ByteWare,2021-06-18,2020-01-01,36-45,Female,Bristol,Returning,Silver,-2183.31,-384.59546583522695,2221,933,933
2023-01-03,C2185,P0084,Monitors,4630.14,3,South West,Referral,Grow Networkin,Networking,57.43,81.94,ByteWare,2019-12-13,2021-01-04,36-45,Female,Belfast,New,Bronze,4457.85,96.27894620896993,1852,1117,1117
2024-01-23,C0624,P0032,Smartphones,1543.7,2,Wales,Organic,Participant Monitor,Monitors,780.17,964.34,Digitex,2020-08-20,2021-03-11,56-65,Male,Liverpool,New,Bronze,-16.639999999999873,-1.0779296495432968,1786,1251,1251
2023-04-17,C2597,P0100,Laptops,1815.57,1,West Midlands,Paid,Unit Smartphone,Smartphones,977.4,1392.12,Nova Electronics,2021-08-13,2021-08-18,46-55,Female,Leeds,New,Bronze,838.17,46.16566698061766,1626,612,612
2023-03-23,C0150,P0059,Accessories,3176.64,4,North East,Social,Under Accessorie,Accessories,314.62,377.52,Nova Electronics,2021-09-04,2021-05-07,46-55,Female,Cardiff,New,Bronze,1918.1599999999999,60.383298075954464,1729,565,565
2023-03-03,C0749,P0100,Laptops,7262.28,4,London,Organic,Unit Smartphone,Smartphones,977.4,1392.12,Nova Electronics,2021-08-13,2024-01-03,18-25,Female,Birmingham,New,Gold,3352.68,46.16566698061766,758,567,567
2023-01-19,C2610,P0052,Accessories,1800.75,1,South West,Organic,Discuss Smartphone,Smartphones,938.74,1247.04,FutureTek,2021-10-04,2020-02-15,18-25,Female,Belfast,New,Bronze,862.01,47.86949881993613,2176,472,472
2023-12-10,C0817,P0057,Smartphones,1594.55,1,North East,Social,Attorney Accessorie,Accessories,372.34,537.91,FutureTek,2020-10-17,2022-10-09,56-65,Male,Edinburgh,Returning,Bronze,1222.21,76.64921137625036,1209,1149,1149
2023-05-18,C1280,P0019,Tablets,3681.81,3,South East,Email,Clearly Smartphone,Smartphones,410.48,614.0,Quantum Supplies,2020-10-30,2021-07-27,26-35,Male,Leicester,Returning,Bronze,2450.37,66.5534071557196,1648,930,930
2024-03-02,C1593,P0008,Monitors,4895.76,4,West Midlands,Paid,All Smartphone,Smartphones,959.35,1184.45,Nova Electronics,2019-10-19,2023-03-02,26-35,Male,Bristol,New,Gold,1058.3600000000001,21.617889765838196,1065,1596,1596
2024-04-26,C0905,P0056,Laptops,696.08,2,South East,Paid,Institution Networkin,Networking,984.96,1122.23,FutureTek,2021-04-11,2024-03-18,18-25,Female,Newcastle,New,Bronze,-1273.8400000000001,-183.001953798414,683,1111,1111
2023-02-27,C0728,P0003,Smartphones,966.3,3,North West,Social,Election Monitor,Monitors,610.97,679.83,TechCorp,2020-11-24,2022-12-20,56-65,Male,Bristol,New,Silver,-866.6100000000001,-89.68332815895687,1137,825,825
2024-06-21,C2344,P0095,Smartphones,349.7,2,Wales,Organic,Notice Monitor,Monitors,190.69,219.48,ByteWare,2023-07-06,2024-05-13,56-65,Male,Bristol,New,Bronze,-31.680000000000007,-9.059193594509582,627,351,351
2023-09-18,C0058,P0041,Laptops,1986.56,4,South East,Social,Commercial Laptop,Laptops,745.31,1063.12,TechCorp,2022-02-24,2022-03-24,46-55,Female,Nottingham,New,Bronze,-994.6799999999998,-50.070473582474214,1408,571,571
2023-01-16,C2815,P0057,Smartphones,6378.2,4,North West,Referral,Attorney Accessorie,Accessories,372.34,537.91,FutureTek,2020-10-17,2020-02-09,26-35,Female,Birmingham,New,Bronze,4888.84,76.64921137625036,2182,821,821
2024-01-19,C0099,P0064,Monitors,3028.42,2,Scotland,Referral,Employee Accessorie,Accessories,206.41,227.23,TechCorp,2023-10-11,2020-07-13,26-35,Female,Liverpool,New,Bronze,2615.6,86.36846936686456,2027,100,100
2023-01-27,C1418,P0002,Networking,586.31,1,North East,Paid,Ago Smartphone,Smartphones,749.65,1027.53,Nova Electronics,2021-05-04,2021-05-19,26-35,Male,Southampton,Returning,Silver,-163.34000000000003,-27.858982449557406,1717,633,633
2023-04-07,C1035,P0094,Accessories,857.88,3,Scotland,Email,Hour Networkin,Networking,568.31,814.86,Nova Electronics,2020-05-16,2020-06-23,36-45,Male,Belfast,New,Bronze,-847.0499999999998,-98.73758567631835,2047,1056,1056
2023-07-23,C0500,P0061,Monitors,6914.08,4,South East,Organic,Individual Laptop,Laptops,669.54,881.27,TechCorp,2024-06-20,2021-02-06,36-45,Male,Belfast,New,Bronze,4235.92,61.265128549279154,1819,-333,-333
2023-11-21,C1462,P0032,Smartphones,2315.55,3,South East,Organic,Participant Monitor,Monitors,780.17,964.34,Digitex,2020-08-20,2020-04-07,26-35,Female,Leicester,Returning,Silver,-24.95999999999958,-1.0779296495432868,2124,1188,1188
2023-06-19,C1199,P0020,Laptops,2945.96,2,North West,Organic,Source Networkin,Networking,579.1,795.59,FutureTek,2021-11-11,2022-07-29,18-25,Female,Manchester,Returning,Bronze,1787.76,60.685141685562606,1281,585,585
2023-07-04,C2080,P0016,Smartphones,1916.57,1,Wales,Social,Song Tablet,Tablets,401.67,475.5,Nova Electronics,2020-05-11,2023-05-28,36-45,Female,Cardiff,New,Bronze,1514.8999999999999,79.04224734812712,978,1149,1149
2023-07-05,C0195,P0016,Smartphones,5749.71,3,North West,Organic,Song Tablet,Tablets,401.67,475.5,Nova Electronics,2020-05-11,2024-04-06,65+,Male,London,New,Silver,4544.7,79.04224734812712,664,1150,1150
2024-03-27,C1608,P0089,Monitors,1522.77,1,South East,Email,Movement Monitor,Monitors,288.57,422.25,Quantum Supplies,2019-11-27,2024-05-01,36-45,Female,Sheffield,New,Bronze,1234.2,81.0496660690715,639,1582,1582
2023-06-11,C1709,P0093,Accessories,7217.0,4,North West,Paid,Decide Accessorie,Accessories,59.19,66.89,ByteWare,2020-04-19,2022-03-01,26-35,Female,London,Returning,Gold,6980.24,96.71941249826797,1431,1148,1148
2023-02-16,C1342,P0050,Networking,1144.67,1,South West,Social,Wish Laptop,Laptops,866.65,977.88,TechCorp,2024-06-11,2021-09-13,36-45,Female,Leicester,New,Bronze,278.0200000000001,24.28822280657308,1600,-481,-481
2023-05-20,C1141,P0043,Accessories,572.09,1,Scotland,Social,Religious Monitor,Monitors,301.8,437.3,Nova Electronics,2021-04-09,2020-12-23,65+,Female,Newcastle,Returning,Silver,270.29,47.24606268244507,1864,771,771
2023-10-30,C0978,P0091,Tablets,828.03,1,Scotland,Social,Fire Laptop,Laptops,366.88,422.77,TechCorp,2024-06-08,2022-07-27,36-45,Male,Cardiff,New,Bronze,461.15,55.69242660290086,1283,-222,-222
2023-06-22,C1497,P0081,Smartphones,1762.12,1,North West,Paid,Rest Smartphone,Smartphones,886.82,1287.4,Digitex,2023-07-27,2022-05-01,36-45,Male,Liverpool,New,Silver,875.2999999999998,49.67312101332485,1370,-35,-35
2024-02-11,C0623,P0054,Smartphones,2087.16,2,Scotland,Paid,Drop Smartphone,Smartphones,142.08,180.79,TechCorp,2019-04-10,2020-05-05,46-55,Female,Sheffield,New,Bronze,1802.9999999999998,86.38532743057551,2096,1768,1768
2023-10-16,C1212,P0003,Smartphones,322.1,1,Scotland,Paid,Election Monitor,Monitors,610.97,679.83,TechCorp,2020-11-24,2021-01-16,36-45,Male,Bristol,New,Bronze,-288.87,-89.68332815895684,1840,1056,1056
2024-02-07,C1454,P0087,Monitors,5253.72,3,Scotland,Referral,About Smartphone,Smartphones,317.67,376.2,Digitex,2021-03-29,2021-06-08,36-45,Male,Belfast,Returning,Silver,4300.71,81.86028185742673,1697,1045,1045
2023-09-30,C0633,P0032,Smartphones,2315.55,3,London,Organic,Participant Monitor,Monitors,780.17,964.34,Digitex,2020-08-20,2024-04-02,36-45,Male,Bristol,Returning,Bronze,-24.95999999999958,-1.0779296495432868,668,1136,1136
2023-01-27,C2142,P0039,Networking,5567.68,4,West Midlands,Social,Long Laptop,Laptops,884.79,1267.61,Digitex,2024-05-29,2020-03-13,36-45,Male,Edinburgh,Returning,Silver,2028.5200000000004,36.433846772803044,2149,-488,-488
2023-10-22,C2280,P0007,Laptops,1905.36,4,Scotland,Social,Knowledge Laptop,Laptops,713.23,881.62,Nova Electronics,2019-04-09,2024-05-28,26-35,Male,Nottingham,Returning,Silver,-947.5600000000002,-49.73128437670572,612,1657,1657
2023-02-17,C2111,P0088,Accessories,5791.53,3,London,Paid,Month Tablet,Tablets,703.12,1013.31,Nova Electronics,2020-07-09,2023-04-25,18-25,Female,Newcastle,New,Bronze,3682.1699999999996,63.57853624171851,1011,953,953
2023-02-28,C1116,P0035,Networking,756.92,4,South East,Paid,Spring Smartphone,Smartphones,917.0,1328.01,ByteWare,2021-06-18,2020-06-26,36-45,Female,Newcastle,New,Silver,-2911.08,-384.595465835227,2044,620,620
2023-01-29,C1291,P0030,Accessories,592.05,1,North West,Email,Finally Monitor,Monitors,552.66,822.6,Quantum Supplies,2024-05-07,2024-04-14,56-65,Female,Leeds,New,Bronze,39.389999999999986,6.653154294400809,656,-464,-464
2024-04-22,C2000,P0033,Smartphones,2713.68,2,South East,Organic,Sea Tablet,Tablets,200.25,220.53,Quantum Supplies,2019-08-05,2021-12-01,36-45,Female,Cardiff,New,Bronze,2313.18,85.24144335367471,1521,1722,1722
2023-02-23,C1980,P0062,Laptops,4129.65,3,West Midlands,Organic,Low Laptop,Laptops,930.05,1338.79,TechCorp,2020-03-19,2022-04-26,36-45,Male,Leeds,New,Bronze,1339.5,32.43616287094548,1375,1071,1071
2023-08-26,C2327,P0096,Laptops,1197.2,1,South East,Paid,Why Tablet,Tablets,904.03,1282.32,Digitex,2019-01-02,2020-11-10,46-55,Male,Liverpool,New,Bronze,293.1700000000001,24.487971934513872,1907,1697,1697
2024-05-11,C1030,P0053,Accessories,755.89,1,London,Organic,Threat Accessorie,Accessories,795.39,1131.84,Nova Electronics,2019-06-23,2023-03-02,26-35,Male,Bristol,New,Silver,-39.5,-5.22562806757597,1065,1784,1784
2023-09-20,C1461,P0055,Laptops,6095.12,4,West Midlands,Email,Support Accessorie,Accessories,493.67,687.01,Quantum Supplies,2021-09-07,2024-06-02,26-35,Female,Birmingham,Returning,Bronze,4120.44,67.60227854414678,607,743,743
2024-06-26,C1623,P0053,Accessories,2267.67,3,South West,Social,Threat Accessorie,Accessories,795.39,1131.84,Nova Electronics,2019-06-23,2020-04-26,56-65,Male,Bristol,New,Bronze,-118.5,-5.22562806757597,2105,1830,1830
2024-05-05,C1204,P0011,Accessories,1439.58,3,North East,Paid,Agreement Monitor,Monitors,974.46,1219.45,TechCorp,2023-10-10,2020-10-06,18-25,Female,Leicester,New,Silver,-1483.8000000000002,-103.07172925436588,1942,208,208
2023-01-06,C1813,P0039,Networking,2783.84,2,Scotland,Paid,Long Laptop,Laptops,884.79,1267.61,Digitex,2024-05-29,2023-01-05,26-35,Female,Leicester,Returning,Silver,1014.2600000000002,36.433846772803044,1121,-509,-509
2023-03-01,C1197,P0024,Monitors,7106.52,4,West Midlands,Organic,Pm Accessorie,Accessories,485.91,585.98,FutureTek,2021-04-01,2021-02-05,26-35,Female,Southampton,Returning,Bronze,5162.88,72.64990459465392,1820,699,699
2023-01-07,C2287,P0083,Accessories,1641.25,1,London,Organic,Specific Networkin,Networking,631.09,943.41,Digitex,2024-06-14,2021-04-01,26-35,Male,Birmingham,Returning,Bronze,1010.16,61.54821020563595,1765,-524,-524
2024-06-13,C2434,P0001,Networking,534.2,2,North West,Paid,Purpose Networkin,Networking,73.76,89.25,TechCorp,2019-12-12,2022-08-11,26-35,Female,Birmingham,New,Gold,386.68000000000006,72.38487457880944,1268,1645,1645
2023-05-16,C2186,P0002,Networking,1758.93,3,London,Paid,Ago Smartphone,Smartphones,749.65,1027.53,Nova Electronics,2021-05-04,2024-04-12,26-35,Male,Cardiff,New,Bronze,-490.01999999999975,-27.858982449557384,658,742,742
2023-09-10,C1496,P0018,Accessories,238.6,1,North East,Organic,Grow Monitor,Monitors,212.58,295.84,FutureTek,2021-05-13,2020-08-01,46-55,Female,Newcastle,Returning,Bronze,26.019999999999982,10.90528080469404,2008,850,850
2024-02-10,C2490,P0032,Smartphones,2315.55,3,South West,Email,Participant Monitor,Monitors,780.17,964.34,Digitex,2020-08-20,2023-03-31,36-45,Female,London,New,Bronze,-24.95999999999958,-1.0779296495432868,1036,1269,1269
2024-01-18,C0543,P0052,Accessories,7203.0,4,North East,Referral,Discuss Smartphone,Smartphones,938.74,1247.04,FutureTek,2021-10-04,2020-05-12,56-65,Male,Nottingham,New,Bronze,3448.04,47.86949881993613,2089,836,836
2023-02-22,C0889,P0082,Laptops,217.02,1,North East,Organic,Social Tablet,Tablets,199.86,286.5,Digitex,2021-04-08,2022-10-01,46-55,Prefer not to say,Glasgow,New,Bronze,17.159999999999997,7.907105335913739,1217,685,685
2024-04-26,C2144,P0041,Laptops,496.64,1,South West,Paid,Commercial Laptop,Laptops,745.31,1063.12,TechCorp,2022-02-24,2021-02-07,56-65,Female,Southampton,New,Bronze,-248.66999999999996,-50.070473582474214,1818,792,792
2023-09-25,C2653,P0052,Accessories,1800.75,1,Scotland,Paid,Discuss Smartphone,Smartphones,938.74,1247.04,FutureTek,2021-10-04,2020-05-12,26-35,Female,Sheffield,New,Silver,862.01,47.86949881993613,2089,721,721
2024-05-14,C1579,P0083,Accessories,4923.75,3,North West,Referral,Specific Networkin,Networking,631.09,943.41,Digitex,2024-06-14,2024-04-07,56-65,Male,Edinburgh,New,Bronze,3030.48,61.54821020563595,663,-31,-31
2024-06-11,C0943,P0016,Smartphones,3833.14,2,London,Organic,Song Tablet,Tablets,401.67,475.5,Nova Electronics,2020-05-11,2021-12-01,26-35,Female,Bristol,Returning,Silver,3029.7999999999997,79.04224734812712,1521,1492,1492
2024-01-02,C0985,P0052,Accessories,5402.25,3,North West,Social,Discuss Smartphone,Smartphones,938.74,1247.04,FutureTek,2021-10-04,2024-02-04,36-45,Female,Cardiff,Returning,Gold,2586.0299999999997,47.86949881993613,726,820,820
2024-02-11,C0172,P0020,Laptops,4418.94,3,Scotland,Organic,Source Networkin,Networking,579.1,795.59,FutureTek,2021-11-11,2020-09-06,26-35,Male,London,Returning,Bronze,2681.6399999999994,60.68514168556259,1972,822,822
2024-04-24,C0970,P0044,Smartphones,5491.86,3,London,Organic,Science Accessorie,Accessories,932.47,1307.42,Nova Electronics,2019-08-10,2023-03-31,46-55,Female,Leicester,New,Silver,2694.45,49.06261266674679,1036,1719,1719
2023-09-18,C2538,P0015,Tablets,2367.4,4,West Midlands,Paid,Fall Smartphone,Smartphones,411.12,526.79,TechCorp,2019-01-21,2020-12-20,26-35,Female,Liverpool,New,Bronze,722.9200000000001,30.536453493283773,1867,1701,1701
2023-12-03,C1116,P0003,Smartphones,1288.4,4,Scotland,Referral,Election Monitor,Monitors,610.97,679.83,TechCorp,2020-11-24,2020-06-26,36-45,Female,Newcastle,New,Silver,-1155.48,-89.68332815895684,2044,1104,1104
2024-04-05,C1898,P0047,Accessories,821.48,1,West Midlands,Social,Shoulder Accessorie,Accessories,285.51,321.37,TechCorp,2021-01-30,2020-01-19,26-35,Female,Nottingham,New,Gold,535.97,65.24443687003945,2203,1161,1161
2023-02-10,C2359,P0002,Networking,2345.24,4,South West,Paid,Ago Smartphone,Smartphones,749.65,1027.53,Nova Electronics,2021-05-04,2021-08-30,65+,Female,Newcastle,Returning,Bronze,-653.3600000000001,-27.858982449557406,1614,647,647
2023-11-14,C1494,P0076,Monitors,7364.24,4,Wales,Referral,Image Tablet,Tablets,686.24,841.11,Nova Electronics,2022-03-31,2022-06-24,26-35,Female,Newcastle,Returning,Bronze,4619.28,62.72582099442712,1316,593,593
2024-04-06,C0955,P0014,Smartphones,5645.48,4,South East,Social,List Networkin,Networking,784.41,1171.98,Nova Electronics,2024-01-05,2020-03-12,26-35,Male,Southampton,Returning,Bronze,2507.8399999999997,44.422086341639684,2150,92,92
2023-02-02,C2717,P0017,Tablets,498.62,2,West Midlands,Organic,Save Tablet,Tablets,939.82,1277.42,FutureTek,2022-08-06,2024-06-01,18-25,Female,Belfast,Returning,Gold,-1381.02,-276.9684328747343,608,180,180
2024-04-26,C0843,P0043,Accessories,2288.36,4,South East,Email,Religious Monitor,Monitors,301.8,437.3,Nova Electronics,2021-04-09,2020-03-11,36-45,Male,Belfast,New,Gold,1081.16,47.24606268244507,2151,1113,1113
2024-06-15,C0083,P0038,Accessories,2369.82,3,South East,Social,Husband Monitor,Monitors,619.0,801.88,TechCorp,2021-05-13,2023-10-13,46-55,Female,Nottingham,New,Gold,512.8200000000002,21.639618198850552,840,1129,1129
2024-05-23,C1286,P0080,Tablets,2067.72,4,West Midlands,Social,Response Laptop,Laptops,560.75,730.29,TechCorp,2019-12-22,2023-07-22,46-55,Male,Glasgow,Returning,Bronze,-175.2800000000002,-8.476969802487774,923,1614,1614
2023-02-02,C1941,P0058,Accessories,2426.0,2,South East,Social,White Smartphone,Smartphones,230.7,295.17,Nova Electronics,2023-10-29,2022-06-30,18-25,Female,Cardiff,New,Silver,1964.6,80.98103874690848,1310,-269,-269
2024-05-29,C2705,P0064,Monitors,6056.84,4,South West,Social,Employee Accessorie,Accessories,206.41,227.23,TechCorp,2023-10-11,2022-06-28,26-35,Female,Edinburgh,Returning,Gold,5231.2,86.36846936686456,1312,231,231
2024-03-10,C2361,P0074,Smartphones,779.13,1,North East,Paid,Collection Smartphone,Smartphones,614.79,828.58,ByteWare,2022-08-04,2020-07-12,18-25,Female,Glasgow,New,Silver,164.34000000000003,21.09275730622618,2028,584,584
2024-04-18,C0742,P0042,Laptops,3239.68,2,North East,Organic,Hear Monitor,Monitors,171.97,221.86,Nova Electronics,2020-10-12,2022-06-10,18-25,Male,London,Returning,Gold,2895.74,89.38351935993678,1330,1284,1284
2023-03-13,C0487,P0038,Accessories,789.94,1,West Midlands,Paid,Husband Monitor,Monitors,619.0,801.88,TechCorp,2021-05-13,2020-11-09,65+,Female,Leicester,New,Bronze,170.94000000000005,21.639618198850552,1908,669,669
2023-12-06,C1801,P0085,Smartphones,5346.04,4,South West,Email,Finally Tablet,Tablets,148.41,215.38,FutureTek,2022-09-12,2020-09-10,36-45,Male,Sheffield,New,Silver,4752.4,88.89570598050145,1968,450,450
2023-04-24,C0596,P0100,Laptops,7262.28,4,Wales,Social,Unit Smartphone,Smartphones,977.4,1392.12,Nova Electronics,2021-08-13,2023-08-02,36-45,Female,Glasgow,Returning,Bronze,3352.68,46.16566698061766,912,619,619
2023-06-13,C2250,P0081,Smartphones,1762.12,1,North West,Social,Rest Smartphone,Smartphones,886.82,1287.4,Digitex,2023-07-27,2023-10-22,36-45,Female,Newcastle,New,Bronze,875.2999999999998,49.67312101332485,831,-44,-44
2023-05-01,C0681,P0100,Laptops,7262.28,4,Wales,Email,Unit Smartphone,Smartphones,977.4,1392.12,Nova Electronics,2021-08-13,2021-01-01,26-35,Female,Sheffield,New,Bronze,3352.68,46.16566698061766,1855,626,626
2023-06-18,C1058,P0075,Smartphones,1101.79,1,North East,Organic,Pick Accessorie,Accessories,604.49,791.35,FutureTek,2019-07-17,2021-05-06,46-55,Female,Newcastle,Returning,Gold,497.29999999999995,45.135642908358214,1730,1432,1432
2024-06-26,C1197,P0005,Monitors,219.53,1,Wales,Referral,Require Monitor,Monitors,730.22,1008.09,Nova Electronics,2023-08-22,2021-02-05,26-35,Female,Southampton,Returning,Bronze,-510.69000000000005,-232.62879788639367,1820,309,309
2023-12-09,C1507,P0014,Smartphones,2822.74,2,South West,Social,List Networkin,Networking,784.41,1171.98,Nova Electronics,2024-01-05,2021-10-29,26-35,Male,Nottingham,Returning,Bronze,1253.9199999999998,44.422086341639684,1554,-27,-27
2023-03-05,C2893,P0088,Accessories,5791.53,3,Scotland,Paid,Month Tablet,Tablets,703.12,1013.31,Nova Electronics,2020-07-09,2024-04-18,46-55,Male,Leicester,Returning,Bronze,3682.1699999999996,63.57853624171851,652,969,969
2024-03-02,C0833,P0048,Networking,944.76,1,Wales,Paid,Common Laptop,Laptops,576.23,769.48,ByteWare,2022-12-07,2020-11-12,18-25,Male,Sheffield,New,Bronze,368.53,39.007790338286966,1905,451,451
2024-02-18,C2024,P0014,Smartphones,1411.37,1,South West,Social,List Networkin,Networking,784.41,1171.98,Nova Electronics,2024-01-05,2023-01-04,26-35,Female,Liverpool,New,Gold,626.9599999999999,44.422086341639684,1122,44,44
2024-03-21,C2549,P0061,Monitors,5185.56,3,West Midlands,Paid,Individual Laptop,Laptops,669.54,881.27,TechCorp,2024-06-20,2022-11-04,56-65,Male,London,New,Gold,3176.9400000000005,61.265128549279154,1183,-91,-91
2023-04-08,C1110,P0018,Accessories,715.8,3,London,Organic,Grow Monitor,Monitors,212.58,295.84,FutureTek,2021-05-13,2022-11-27,26-35,Male,Leeds,New,Silver,78.05999999999995,10.90528080469404,1160,695,695
2023-10-06,C0149,P0084,Monitors,6173.52,4,Wales,Paid,Grow Networkin,Networking,57.43,81.94,ByteWare,2019-12-13,2020-03-28,26-35,Male,Glasgow,Returning,Bronze,5943.8,96.27894620896991,2134,1393,1393
2023-06-02,C0977,P0092,Networking,1317.26,1,London,Social,Movement Tablet,Tablets,754.17,996.01,Nova Electronics,2024-03-07,2023-09-23,18-25,Female,Cardiff,New,Bronze,563.09,42.74706587917344,860,-279,-279
2023-11-16,C0166,P0085,Smartphones,5346.04,4,South West,Organic,Finally Tablet,Tablets,148.41,215.38,FutureTek,2022-09-12,2021-09-23,36-45,Female,Glasgow,Returning,Silver,4752.4,88.89570598050145,1590,430,430
2024-02-25,C2147,P0099,Networking,329.6,2,North West,Social,Brother Accessorie,Accessories,762.0,1120.37,ByteWare,2022-02-01,2021-02-08,26-35,Male,Birmingham,New,Bronze,-1194.4,-362.37864077669906,1817,754,754
2024-05-30,C2711,P0091,Tablets,2484.09,3,West Midlands,Organic,Fire Laptop,Laptops,366.88,422.77,TechCorp,2024-06-08,2022-08-18,36-45,Female,Manchester,New,Silver,1383.4500000000003,55.692426602900866,1261,-9,-9
2023-07-31,C1096,P0089,Monitors,4568.31,3,South West,Referral,Movement Monitor,Monitors,288.57,422.25,Quantum Supplies,2019-11-27,2023-05-01,36-45,Male,Sheffield,New,Gold,3702.6000000000004,81.04966606907149,1005,1342,1342
2023-06-02,C1536,P0080,Tablets,516.93,1,South West,Referral,Response Laptop,Laptops,560.75,730.29,TechCorp,2019-12-22,2020-05-28,36-45,Female,Belfast,Returning,Silver,-43.82000000000005,-8.476969802487774,2073,1258,1258
2024-02-25,C1671,P0013,Laptops,4589.01,3,West Midlands,Paid,Kind Tablet,Tablets,232.67,262.41,ByteWare,2020-11-15,2022-06-19,18-25,Male,Liverpool,New,Silver,3891.0,84.78952976785841,1321,1197,1197
2024-01-11,C2084,P0026,Networking,742.52,4,Scotland,Email,Show Monitor,Monitors,902.93,1137.48,Quantum Supplies,2022-11-28,2020-07-05,26-35,Male,Nottingham,Returning,Gold,-2869.2,-386.41383397080216,2035,409,409
2024-05-10,C0275,P0089,Monitors,1522.77,1,Wales,Organic,Movement Monitor,Monitors,288.57,422.25,Quantum Supplies,2019-11-27,2020-05-14,46-55,Non-binary,Nottingham,New,Bronze,1234.2,81.0496660690715,2087,1626,1626
2023-05-27,C1453,P0094,Accessories,285.96,1,North East,Referral,Hour Networkin,Networking,568.31,814.86,Nova Electronics,2020-05-16,2020-03-01,36-45,Female,Newcastle,New,Bronze,-282.34999999999997,-98.73758567631836,2161,1106,1106
